Age,Gender,Education,Job Title,Experience (Years),Monthly Salary (INR)
42,Female,Bachelor,Customer Support,8,21501
33,Female,Bachelor,Mechanical Engineer,13,31754
58,Female,PhD,Marketing Manager,24,49923
33,Male,Master,Product Manager,10,63207
49,Female,PhD,Graphic Designer,26,39800
25,Male,Bachelor,System Administrator,5,31523
29,Female,Bachelor,Graphic Designer,8,24703
34,Male,Master,Mechanical Engineer,5,28710
21,Female,Bachelor,Electrical Engineer,0,25000
28,Female,PhD,Business Analyst,4,33076
44,Female,Master,Sales Executive,16,38460
31,Male,Bachelor,Business Analyst,4,33297
47,Male,Master,Electrical Engineer,16,34869
25,Female,Bachelor,Project Manager,3,52616
51,Male,Bachelor,UI/UX Designer,21,36356
49,Male,Bachelor,Project Manager,17,73482
47,Male,Diploma,Software Engineer,1,31197
50,Female,Diploma,Graphic Designer,23,39110
53,Female,Master,Business Analyst,26,61502
47,Male,Bachelor,Mechanical Engineer,24,51412
24,Female,Bachelor,Data Scientist,1,40756
51,Other,Master,System Administrator,26,38644
46,Male,Bachelor,Project Manager,21,77010
60,Female,Master,Content Writer,30,36280
60,Female,Master,Electrical Engineer,31,50131
40,Female,PhD,Mechanical Engineer,4,28440
47,Female,Bachelor,Customer Support,23,40631
43,Male,Master,Teacher,15,33021
56,Female,Bachelor,Electrical Engineer,14,35805
50,Male,Bachelor,Accountant,26,59054
37,Male,Bachelor,Financial Analyst,0,30000
46,Female,Bachelor,Data Scientist,20,62696
46,Male,Bachelor,Product Manager,12,66237
35,Female,Bachelor,Teacher,8,28317
27,Female,Master,Mechanical Engineer,5,30511
31,Male,Master,Financial Analyst,1,30644
40,Female,Bachelor,Electrical Engineer,17,45411
31,Female,PhD,Legal Advisor,7,35046
34,Female,Bachelor,Software Engineer,2,31103
43,Female,High School,Accountant,0,25000
45,Male,Bachelor,Content Writer,9,24620
27,Female,Bachelor,Operations Manager,0,40000
44,Female,Bachelor,Accountant,3,28798
44,Female,Diploma,UI/UX Designer,19,37748
32,Other,Bachelor,Data Scientist,9,44757
39,Male,Bachelor,Civil Engineer,3,27938
44,Female,Bachelor,Financial Analyst,17,52484
36,Male,Bachelor,Network Engineer,3,28977
28,Male,Diploma,Mechanical Engineer,2,27924
21,Male,Bachelor,UI/UX Designer,1,25779
50,Female,Diploma,HR Manager,29,70722
55,Male,Bachelor,Accountant,3,27174
57,Female,Bachelor,Accountant,31,41431
24,Male,Master,Research Analyst,3,27533
37,Male,Bachelor,Sales Executive,6,25863
52,Male,Bachelor,Mechanical Engineer,7,30594
29,Male,Bachelor,Business Analyst,5,34548
42,Male,Bachelor,Marketing Manager,16,53478
23,Male,Bachelor,Customer Support,2,17045
31,Male,Diploma,Mechanical Engineer,3,28015
47,Female,Bachelor,Operations Manager,9,53401
25,Female,Bachelor,Operations Manager,2,42130
35,Male,Diploma,IT Support Specialist,5,26087
42,Male,Bachelor,IT Support Specialist,0,20000
39,Male,Bachelor,System Administrator,7,33368
48,Male,Master,Operations Manager,9,51871
26,Male,Bachelor,Project Manager,4,53085
52,Female,Bachelor,IT Support Specialist,4,23288
35,Male,Master,Marketing Manager,12,45800
50,Male,Bachelor,System Administrator,30,51243
49,Female,High School,HR Manager,0,35000
44,Male,PhD,Customer Support,4,18239
51,Male,High School,System Administrator,14,38913
28,Female,PhD,Marketing Manager,1,31384
34,Male,Bachelor,Sales Executive,0,20000
23,Male,Master,IT Support Specialist,0,20000
52,Female,PhD,Legal Advisor,6,36380
38,Female,Bachelor,IT Support Specialist,5,23089
44,Female,Master,Research Analyst,18,40754
52,Female,Bachelor,Marketing Manager,30,45388
36,Female,Master,Legal Advisor,8,40015
43,Male,Bachelor,Graphic Designer,11,28854
41,Female,Bachelor,Financial Analyst,9,36257
23,Male,Bachelor,Financial Analyst,1,31155
60,Female,PhD,Project Manager,31,92190
33,Female,Bachelor,Product Manager,0,50000
44,Male,Bachelor,Sales Executive,9,28875
54,Female,Master,Network Engineer,13,35212
23,Female,Bachelor,Financial Analyst,3,32249
32,Male,Master,Software Engineer,0,30000
58,Female,PhD,Network Engineer,31,65278
46,Female,Bachelor,System Administrator,11,39231
42,Female,Bachelor,Sales Executive,1,21380
26,Female,Bachelor,Operations Manager,6,46533
51,Female,Diploma,Business Analyst,19,53133
59,Male,Master,Software Engineer,17,41114
41,Female,Bachelor,Civil Engineer,15,37538
52,Male,Diploma,Project Manager,23,70509
23,Male,Master,Marketing Manager,2,32924
41,Male,PhD,System Administrator,17,38312
32,Female,Bachelor,Software Engineer,3,33569
48,Male,Master,Data Scientist,2,41662
57,Female,Master,Research Analyst,2,27517
53,Male,Bachelor,System Administrator,14,42862
34,Female,Bachelor,Teacher,0,20000
27,Female,Diploma,Data Scientist,7,43782
33,Male,Bachelor,Mechanical Engineer,9,36670
57,Other,Bachelor,Product Manager,34,85500
26,Male,Bachelor,HR Manager,3,37959
33,Male,Bachelor,Customer Support,3,17668
30,Male,Master,HR Manager,6,42623
58,Female,Master,UI/UX Designer,7,33256
27,Female,Bachelor,Product Manager,1,51139
46,Female,Bachelor,Legal Advisor,10,44788
25,Male,Bachelor,UI/UX Designer,0,25000
57,Female,Master,Content Writer,29,50379
38,Female,Bachelor,Teacher,16,42753
49,Male,Bachelor,Research Analyst,5,28663
40,Male,Bachelor,Business Analyst,13,41235
33,Female,Master,Product Manager,5,54172
32,Male,High School,Accountant,0,25000
45,Female,Bachelor,Marketing Manager,12,43169
53,Other,Bachelor,IT Support Specialist,10,30980
23,Male,High School,Legal Advisor,3,31718
58,Female,Master,System Administrator,8,31961
22,Male,Bachelor,Product Manager,2,51651
52,Other,Master,Teacher,29,43066
41,Male,Bachelor,Graphic Designer,2,22967
40,Other,Bachelor,Mechanical Engineer,2,26133
30,Male,Bachelor,Legal Advisor,9,34878
28,Female,Bachelor,Network Engineer,5,30376
42,Male,PhD,Research Analyst,8,31778
37,Female,High School,UI/UX Designer,6,32124
37,Female,Bachelor,Graphic Designer,7,28627
29,Male,Diploma,Teacher,6,27733
24,Male,Bachelor,Civil Engineer,0,25000
23,Female,Bachelor,Product Manager,2,52732
28,Male,Diploma,Research Analyst,0,25000
48,Male,Bachelor,Marketing Manager,22,52398
23,Male,High School,UI/UX Designer,2,26202
51,Female,Bachelor,Teacher,29,40443
54,Female,Master,Product Manager,27,90146
23,Male,Bachelor,Product Manager,0,50000
58,Other,Bachelor,Graphic Designer,4,22305
47,Male,Master,Accountant,23,45072
37,Female,Bachelor,HR Manager,11,44177
23,Female,Master,Civil Engineer,2,27091
56,Female,Bachelor,Marketing Manager,18,46111
58,Male,Bachelor,System Administrator,21,52343
49,Female,Diploma,Accountant,2,26044
36,Female,Master,Electrical Engineer,12,40608
53,Male,Diploma,Product Manager,24,66394
27,Male,Bachelor,Civil Engineer,6,32335
25,Female,Master,Mechanical Engineer,5,31363
40,Male,Diploma,Marketing Manager,20,50661
55,Female,Master,Product Manager,30,71489
47,Male,Master,Teacher,16,32314
41,Female,Bachelor,Mechanical Engineer,9,35252
31,Male,Bachelor,Electrical Engineer,6,31147
53,Male,Bachelor,Sales Executive,33,69339
57,Male,Master,Marketing Manager,21,56393
36,Male,Bachelor,Electrical Engineer,7,30699
25,Male,Master,Electrical Engineer,2,27771
44,Male,High School,Data Scientist,3,44433
57,Female,Bachelor,Project Manager,10,55821
40,Female,Master,HR Manager,2,36713
33,Female,Master,IT Support Specialist,11,28204
24,Male,PhD,Network Engineer,4,30222
29,Female,Diploma,Network Engineer,3,28206
31,Female,Master,Network Engineer,9,34957
44,Female,Master,Content Writer,16,40672
29,Male,Bachelor,Legal Advisor,1,30902
31,Male,Master,Sales Executive,11,27513
22,Female,Bachelor,Data Scientist,0,40000
21,Male,Bachelor,Mechanical Engineer,1,25690
26,Female,Master,System Administrator,0,25000
25,Male,Bachelor,Product Manager,1,50616
41,Male,Bachelor,Network Engineer,6,29073
28,Other,Bachelor,System Administrator,8,36904
36,Female,Bachelor,Research Analyst,1,26394
30,Female,Bachelor,Project Manager,5,53862
21,Female,Bachelor,Project Manager,0,50000
49,Female,Bachelor,Sales Executive,29,38557
47,Female,Bachelor,Network Engineer,27,48099
47,Male,Master,Accountant,20,47553
21,Female,Bachelor,Civil Engineer,1,26180
47,Male,Diploma,Research Analyst,17,45741
32,Other,PhD,Business Analyst,9,38511
35,Female,Master,Legal Advisor,15,49700
50,Female,Bachelor,Operations Manager,6,45883
28,Female,Bachelor,Research Analyst,5,28115
43,Female,Master,Customer Support,10,23564
39,Male,Master,Customer Support,15,31005
29,Female,Bachelor,IT Support Specialist,3,22729
60,Female,Bachelor,Product Manager,22,66387
56,Female,Bachelor,Graphic Designer,13,27883
59,Female,Bachelor,Content Writer,12,34413
41,Female,Master,HR Manager,12,52891
51,Male,Bachelor,UI/UX Designer,22,41547
31,Male,Master,Product Manager,5,54771
49,Female,Bachelor,Teacher,3,22124
49,Male,Master,Business Analyst,28,65701
48,Male,PhD,Product Manager,22,66426
33,Male,High School,Research Analyst,1,25527
54,Female,Master,Operations Manager,2,41606
39,Male,Master,Data Scientist,9,48020
59,Male,Bachelor,Marketing Manager,0,30000
39,Male,Bachelor,Operations Manager,6,46833
44,Male,Master,Product Manager,20,78838
45,Male,Bachelor,System Administrator,11,31658
25,Male,Bachelor,Mechanical Engineer,1,26358
57,Male,Bachelor,Legal Advisor,1,31209
31,Female,Bachelor,Marketing Manager,7,37091
44,Female,Master,Customer Support,14,32179
35,Male,Bachelor,Business Analyst,6,37040
56,Female,Bachelor,UI/UX Designer,21,44429
48,Female,Master,Civil Engineer,17,44336
21,Female,Master,Sales Executive,0,20000
43,Female,Bachelor,Legal Advisor,20,50898
47,Male,High School,System Administrator,25,48304
37,Female,Master,Graphic Designer,13,36326
27,Female,Bachelor,Network Engineer,6,28821
45,Female,Bachelor,Marketing Manager,22,50292
47,Male,Master,Operations Manager,27,66479
23,Female,Bachelor,IT Support Specialist,3,22266
22,Male,Bachelor,System Administrator,1,25557
58,Female,Bachelor,Customer Support,4,18878
46,Male,Master,HR Manager,11,43391
29,Male,Bachelor,Software Engineer,4,35689
53,Female,Bachelor,Teacher,17,38132
54,Male,Bachelor,Operations Manager,22,53497
46,Male,Diploma,Civil Engineer,4,27701
26,Male,Master,Legal Advisor,4,32346
42,Male,Master,Customer Support,17,36214
43,Female,Bachelor,Project Manager,4,54259
55,Male,Bachelor,Teacher,27,36418
38,Male,Master,Civil Engineer,2,26503
40,Male,Bachelor,Business Analyst,14,46281
45,Female,Bachelor,Teacher,23,33086
33,Female,Bachelor,System Administrator,9,34397
48,Male,Master,Software Engineer,22,57851
29,Male,Diploma,Customer Support,3,18529
54,Other,Bachelor,UI/UX Designer,27,62584
54,Male,Master,Legal Advisor,13,44157
48,Female,Master,Civil Engineer,16,38405
54,Male,Master,Sales Executive,20,34055
35,Female,Bachelor,Marketing Manager,8,35106
51,Male,Master,UI/UX Designer,29,51287
22,Female,Master,Software Engineer,0,30000
48,Male,High School,UI/UX Designer,21,41409
21,Male,Bachelor,Content Writer,1,19430
51,Male,High School,Content Writer,22,34420
51,Male,Master,Software Engineer,8,39209
56,Male,Diploma,Accountant,25,57448
55,Female,Master,Business Analyst,33,68387
31,Female,Bachelor,Content Writer,3,21966
22,Male,Master,Civil Engineer,1,25528
33,Male,Bachelor,HR Manager,7,42774
25,Male,Master,Product Manager,2,51171
25,Male,Bachelor,Electrical Engineer,5,28093
31,Female,PhD,IT Support Specialist,9,24774
58,Male,Master,UI/UX Designer,18,43605
55,Male,Diploma,Electrical Engineer,30,55540
54,Male,Bachelor,Content Writer,7,21915
29,Male,Bachelor,Product Manager,7,56632
50,Female,Bachelor,Teacher,28,42906
42,Male,Bachelor,Teacher,18,33678
24,Female,Diploma,Legal Advisor,4,33749
36,Male,Bachelor,Electrical Engineer,8,32760
23,Female,Master,Sales Executive,0,20000
24,Male,Master,Marketing Manager,0,30000
34,Female,Master,Product Manager,6,58649
28,Female,Master,Financial Analyst,2,31193
48,Male,Diploma,Product Manager,17,60208
35,Female,Master,Sales Executive,12,31979
33,Female,Diploma,Research Analyst,3,27828
37,Male,Bachelor,Network Engineer,4,29661
45,Male,Master,Project Manager,20,60436
41,Male,High School,Network Engineer,8,35675
43,Female,Bachelor,System Administrator,9,31417
56,Female,Bachelor,Financial Analyst,26,49873
26,Male,Bachelor,Network Engineer,6,33130
21,Female,Master,Business Analyst,0,30000
39,Male,Master,HR Manager,9,43340
52,Male,Master,Accountant,24,58573
58,Female,Bachelor,Sales Executive,30,57168
38,Male,Master,Project Manager,17,72504
38,Female,Bachelor,Network Engineer,4,29527
42,Male,Bachelor,UI/UX Designer,16,42708
59,Male,Bachelor,Software Engineer,33,72060
33,Female,Master,Software Engineer,0,30000
34,Female,Bachelor,UI/UX Designer,7,29129
39,Male,Bachelor,Customer Support,7,18641
45,Male,Bachelor,Software Engineer,15,37798
29,Female,High School,Sales Executive,1,20716
36,Other,Diploma,Content Writer,4,23146
29,Male,High School,Operations Manager,6,43331
34,Female,Bachelor,Research Analyst,3,27116
22,Female,Bachelor,Mechanical Engineer,1,26019
24,Male,Bachelor,Sales Executive,3,24467
21,Female,Bachelor,Research Analyst,0,25000
44,Male,Master,Mechanical Engineer,17,33702
47,Male,Bachelor,Sales Executive,27,43143
47,Female,Diploma,Business Analyst,24,64969
50,Female,Bachelor,Mechanical Engineer,9,36267
43,Male,Bachelor,Content Writer,2,19508
37,Male,Bachelor,Legal Advisor,12,41148
49,Female,Master,Software Engineer,29,56348
39,Male,Bachelor,System Administrator,3,27203
49,Male,Bachelor,Product Manager,6,55295
38,Male,Bachelor,Graphic Designer,1,20551
56,Male,Bachelor,Financial Analyst,10,38711
33,Other,Bachelor,Mechanical Engineer,13,33769
28,Male,Bachelor,Teacher,0,20000
58,Female,Bachelor,Accountant,17,34624
46,Female,Bachelor,Research Analyst,6,28995
58,Male,Bachelor,Operations Manager,5,47221
58,Female,Diploma,Graphic Designer,5,24296
38,Female,Bachelor,Data Scientist,11,47016
33,Male,Bachelor,Sales Executive,6,24244
57,Other,Diploma,Financial Analyst,27,69721
47,Male,Master,Civil Engineer,20,50958
49,Male,Bachelor,Sales Executive,6,23152
37,Male,Bachelor,Project Manager,2,52743
56,Female,PhD,Project Manager,36,100436
43,Male,Diploma,Marketing Manager,23,56120
33,Female,High School,Project Manager,6,53731
58,Male,Master,Sales Executive,2,21574
41,Female,Master,Data Scientist,14,57313
57,Female,Master,HR Manager,2,37790
57,Male,Master,Accountant,3,26682
49,Male,Bachelor,Content Writer,29,52481
49,Male,Bachelor,Software Engineer,6,33201
33,Female,Master,Marketing Manager,12,37990
33,Male,Diploma,Electrical Engineer,1,26271
48,Female,PhD,Business Analyst,12,46410
21,Male,High School,Project Manager,1,51021
35,Male,Bachelor,Network Engineer,3,28446
49,Male,Bachelor,Product Manager,7,58410
46,Male,Bachelor,System Administrator,3,28938
58,Female,Bachelor,Marketing Manager,14,43359
26,Female,Bachelor,Marketing Manager,0,30000
52,Female,PhD,UI/UX Designer,10,32248
31,Male,Bachelor,Teacher,3,21566
52,Male,Bachelor,IT Support Specialist,21,47766
26,Female,Master,System Administrator,5,27502
54,Male,Bachelor,IT Support Specialist,11,31865
49,Male,Bachelor,Customer Support,0,15000
37,Female,Master,Operations Manager,1,40605
27,Male,Bachelor,Mechanical Engineer,2,26711
25,Male,Bachelor,Data Scientist,4,44585
42,Female,Master,Content Writer,12,30403
37,Male,PhD,Civil Engineer,0,25000
54,Male,Master,UI/UX Designer,11,34981
36,Female,Master,System Administrator,5,28119
33,Female,Master,Product Manager,13,64340
55,Female,Bachelor,Financial Analyst,29,53821
38,Female,Master,Customer Support,10,25340
51,Female,Bachelor,Network Engineer,1,26240
43,Female,Master,Civil Engineer,6,30319
59,Female,Bachelor,Financial Analyst,0,30000
35,Female,PhD,Mechanical Engineer,0,25000
35,Other,PhD,Network Engineer,6,29478
35,Male,High School,HR Manager,5,42210
51,Male,Bachelor,HR Manager,20,49103
52,Other,Bachelor,Electrical Engineer,9,34655
55,Male,Diploma,HR Manager,26,50662
21,Male,Diploma,IT Support Specialist,0,20000
46,Male,Bachelor,Marketing Manager,21,48949
54,Female,Master,Project Manager,2,52387
50,Other,Master,Research Analyst,18,44494
56,Male,Bachelor,Software Engineer,5,35598
43,Male,Bachelor,Marketing Manager,8,36008
35,Male,Master,Project Manager,9,55827
30,Male,Bachelor,UI/UX Designer,9,37416
56,Male,Master,Network Engineer,12,36787
50,Female,High School,Teacher,6,27001
38,Male,Bachelor,Sales Executive,15,32101
59,Male,Bachelor,UI/UX Designer,0,25000
56,Female,Master,Operations Manager,11,54422
56,Female,Bachelor,Research Analyst,31,66169
55,Male,Diploma,Financial Analyst,13,42377
22,Female,Bachelor,Product Manager,1,50822
40,Male,Bachelor,Teacher,12,28909
45,Female,Master,Accountant,22,55404
35,Male,Master,Sales Executive,2,22005
50,Female,Bachelor,Civil Engineer,29,54263
24,Female,Bachelor,Product Manager,1,50518
24,Male,Master,Mechanical Engineer,1,25692
60,Female,Bachelor,System Administrator,40,80063
46,Female,Bachelor,Business Analyst,5,35792
51,Female,Master,Mechanical Engineer,0,25000
34,Female,Diploma,UI/UX Designer,11,41228
23,Female,Master,Customer Support,3,17091
27,Male,Bachelor,Graphic Designer,0,20000
34,Female,Master,Business Analyst,4,33848
22,Female,Master,Financial Analyst,0,30000
46,Male,Bachelor,Operations Manager,10,50665
24,Male,Bachelor,Product Manager,3,52857
39,Male,Bachelor,Operations Manager,7,48851
54,Male,Bachelor,Project Manager,8,55724
25,Male,Master,System Administrator,2,26689
44,Male,Bachelor,Accountant,4,30386
35,Female,Bachelor,Graphic Designer,12,31601
47,Female,Bachelor,Legal Advisor,5,33722
51,Male,Bachelor,Teacher,31,36228
41,Male,Bachelor,Research Analyst,9,30195
39,Male,Bachelor,Content Writer,15,31377
48,Female,Bachelor,Business Analyst,28,45902
46,Male,Bachelor,Mechanical Engineer,7,30234
26,Male,Bachelor,Mechanical Engineer,4,30866
31,Male,Bachelor,Graphic Designer,8,25946
35,Female,Bachelor,Financial Analyst,0,30000
43,Other,Master,Software Engineer,3,32501
30,Female,Bachelor,Project Manager,6,53873
31,Female,Bachelor,Graphic Designer,1,20522
57,Male,Master,Sales Executive,2,22079
44,Male,Bachelor,Product Manager,1,50513
42,Male,Bachelor,HR Manager,17,52688
21,Female,Master,Financial Analyst,0,30000
50,Male,Master,HR Manager,26,60272
29,Male,Bachelor,Research Analyst,7,34163
42,Female,Bachelor,Legal Advisor,3,32397
56,Female,Bachelor,Network Engineer,1,26454
56,Male,Master,Product Manager,23,81794
43,Male,Diploma,Product Manager,11,64129
57,Male,Bachelor,Research Analyst,17,42457
52,Female,Diploma,IT Support Specialist,13,26585
51,Female,Bachelor,HR Manager,21,61826
55,Male,Diploma,Teacher,25,43410
42,Female,Master,Electrical Engineer,9,34395
39,Male,Bachelor,System Administrator,16,34999
50,Female,Bachelor,Graphic Designer,19,41326
38,Other,Bachelor,Electrical Engineer,11,38198
23,Female,Bachelor,Electrical Engineer,3,27128
